asset_type,pos_x,pos_y,pos_z,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
LegacyMarker,0.6466192603111267,0.05115862935781479,0.02397014945745468,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5174955725669861,0.32396262884140015,1.0778590440750122,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466102004051208,0.05115574225783348,0.024010082706809044,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.517737627029419,0.3231673538684845,1.077552080154419,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466227769851685,0.05116739124059677,0.024104638025164604,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5173195004463196,0.32250240445137024,1.076730489730835,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466253399848938,0.0511685311794281,0.02414209023118019,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.517598032951355,0.3240153193473816,1.0776914358139038,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466173529624939,0.051170993596315384,0.024161936715245247,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.517619252204895,0.3239288330078125,1.0777419805526733,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466207504272461,0.05118095874786377,0.02418266423046589,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5177650451660156,0.3242340385913849,1.0783501863479614,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466148495674133,0.051186706870794296,0.02420460805296898,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5184313654899597,0.3228089213371277,1.0775734186172485,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466109156608582,0.0511896051466465,0.024239275604486465,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5181125998497009,0.32422134280204773,1.0782660245895386,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466014981269836,0.05119369924068451,0.024279167875647545,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5184247493743896,0.3227379024028778,1.0776864290237427,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6465824842453003,0.05121884122490883,0.024332884699106216,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.518429696559906,0.32305213809013367,1.07781982421875,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.646576464176178,0.051220715045928955,0.024362117052078247,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.518505334854126,0.3216170072555542,1.0761308670043945,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6465774774551392,0.05122946947813034,0.024395937100052834,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5189222693443298,0.32293957471847534,1.0778595209121704,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466313600540161,0.0512409508228302,0.024454565718770027,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5187281370162964,0.322866290807724,1.0777755975723267,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466420888900757,0.05124158412218094,0.024474479258060455,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5187286734580994,0.32239028811454773,1.0779587030410767,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.6466465592384338,0.05124516040086746,0.024473460391163826,6,0,1,13,GBYK,small,left,small,right
LegacyMarker,0.5189051032066345,0.3223802149295807,1.0782744884490967,6,0,1,13,GBYK,small,left,small,right
