asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,130,4.44491872883832e-42,0.6396751999855041,0.07163761556148529,-0.04326104745268822,-5433,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,968715507,4.5528187105913307e-42,0.651589035987854,0.0509837307035923,0.024837689474225044,-2834,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,965776677,4.6999550493454364e-42,0.6376858949661255,0.07066824287176132,-0.07359057664871216,24424,1.674635742776016e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,963203130,4.8765186558503634e-42,0.663078784942627,0.01872730255126953,0.005369457881897688,-659,1.6746035129113364e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,964508487,4.8835251481719875e-42,0.49362263083457947,0.3419831693172455,0.9275729656219482,-1505,1.6744325544986888e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,130,4.44491872883832e-42,0.6396321654319763,0.07162587344646454,-0.043226178735494614,-5552,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,966340335,4.5528187105913307e-42,0.6515594124794006,0.051007285714149475,0.02485320344567299,-2390,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,965972799,4.6999550493454364e-42,0.6376763582229614,0.07067982107400894,-0.07357802987098694,25159,1.674635742776016e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,962978060,4.8765186558503634e-42,0.6630765199661255,0.018729647621512413,0.005363916978240013,-1620,1.6746035129113364e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,964359176,4.8835251481719875e-42,0.4939095973968506,0.34204360842704773,0.9281989932060242,-1084,1.6744325544986888e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,130,4.44491872883832e-42,0.6396270394325256,0.07163648307323456,-0.04321334511041641,-5671,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,966327843,4.5528187105913307e-42,0.6515929698944092,0.05098067969083786,0.02483859844505787,-1717,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,965462002,4.6999550493454364e-42,0.637683093547821,0.07069952040910721,-0.0735643282532692,25923,1.674635742776016e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,963019478,4.8765186558503634e-42,0.6630955338478088,0.018741749227046967,0.005367463920265436,-2578,1.6746035129113364e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,964674273,4.8835251481719875e-42,0.49391406774520874,0.34202978014945984,0.9281710982322693,-1284,1.6744325544986888e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,130,4.44491872883832e-42,0.6396335959434509,0.0716516375541687,-0.043201275169849396,-5790,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,966394126,4.5528187105913307e-42,0.6516016721725464,0.05097559094429016,0.02484712563455105,-1305,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,965285507,4.6999550493454364e-42,0.6376795768737793,0.07069394737482071,-0.07350388914346695,26219,1.674635742776016e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,959449593,4.8765186558503634e-42,0.6631001830101013,0.018730830401182175,0.005371836479753256,-3533,1.6746035129113364e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,964372989,4.8835251481719875e-42,0.49367019534111023,0.3414207994937897,0.927408754825592,-6167,1.6744325544986888e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,130,4.44491872883832e-42,0.6396421194076538,0.0716714859008789,-0.04317662864923477,-5909,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,966349581,4.5528187105913307e-42,0.6516153216362,0.050972484052181244,0.024859147146344185,-1075,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,965593217,4.6999550493454364e-42,0.6377389430999756,0.07079017162322998,-0.07350220531225204,26595,1.674635742776016e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,962022641,4.8765186558503634e-42,0.6630875468254089,0.018724704161286354,0.005374907050281763,-4323,1.6746035129113364e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,963987974,4.8835251481719875e-42,0.49391189217567444,0.34202849864959717,0.9281777739524841,-6327,1.6744325544986888e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,130,4.44491872883832e-42,0.6396524906158447,0.07170797884464264,-0.04315495863556862,-6138,1.674614723299051e-39,6,0,2,31,KBYG,small,right,large,left
AssetMarker,966448507,4.5528187105913307e-42,0.6516297459602356,0.050976358354091644,0.024875478819012642,-743,1.6746161245975153e-39,6,0,2,31,KBYG,small,right,large,left
