asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,105982,6,0,2,15,KBYG,small,right,small,left
Prefix,105983,6,0,2,15,KBYG,small,right,small,left
Prefix,105984,6,0,2,15,KBYG,small,right,small,left
Prefix,105985,6,0,2,15,KBYG,small,right,small,left
Prefix,105986,6,0,2,15,KBYG,small,right,small,left
Prefix,105987,6,0,2,15,KBYG,small,right,small,left
Prefix,105988,6,0,2,15,KBYG,small,right,small,left
Prefix,105989,6,0,2,15,KBYG,small,right,small,left
Prefix,105990,6,0,2,15,KBYG,small,right,small,left
Prefix,105991,6,0,2,15,KBYG,small,right,small,left
Prefix,105992,6,0,2,15,KBYG,small,right,small,left
Prefix,105993,6,0,2,15,KBYG,small,right,small,left
Prefix,105994,6,0,2,15,KBYG,small,right,small,left
Prefix,105995,6,0,2,15,KBYG,small,right,small,left
Prefix,105996,6,0,2,15,KBYG,small,right,small,left
Prefix,105997,6,0,2,15,KBYG,small,right,small,left
Prefix,105998,6,0,2,15,KBYG,small,right,small,left
Prefix,105999,6,0,2,15,KBYG,small,right,small,left
Prefix,106000,6,0,2,15,KBYG,small,right,small,left
Prefix,106001,6,0,2,15,KBYG,small,right,small,left
Prefix,106002,6,0,2,15,KBYG,small,right,small,left
Prefix,106003,6,0,2,15,KBYG,small,right,small,left
Prefix,106004,6,0,2,15,KBYG,small,right,small,left
Prefix,106005,6,0,2,15,KBYG,small,right,small,left
Prefix,106006,6,0,2,15,KBYG,small,right,small,left
Prefix,106007,6,0,2,15,KBYG,small,right,small,left
Prefix,106008,6,0,2,15,KBYG,small,right,small,left
Prefix,106009,6,0,2,15,KBYG,small,right,small,left
Prefix,106010,6,0,2,15,KBYG,small,right,small,left
Prefix,106011,6,0,2,15,KBYG,small,right,small,left
Prefix,106012,6,0,2,15,KBYG,small,right,small,left
Prefix,106013,6,0,2,15,KBYG,small,right,small,left
Prefix,106014,6,0,2,15,KBYG,small,right,small,left
Prefix,106015,6,0,2,15,KBYG,small,right,small,left
Prefix,106016,6,0,2,15,KBYG,small,right,small,left
Prefix,106017,6,0,2,15,KBYG,small,right,small,left
Prefix,106018,6,0,2,15,KBYG,small,right,small,left
Prefix,106019,6,0,2,15,KBYG,small,right,small,left
Prefix,106020,6,0,2,15,KBYG,small,right,small,left
Prefix,106021,6,0,2,15,KBYG,small,right,small,left
Prefix,106022,6,0,2,15,KBYG,small,right,small,left
Prefix,106023,6,0,2,15,KBYG,small,right,small,left
Prefix,106024,6,0,2,15,KBYG,small,right,small,left
Prefix,106025,6,0,2,15,KBYG,small,right,small,left
