asset_type,pos_x,pos_y,pos_z,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
LegacyMarker,0.6552587151527405,0.050988733768463135,0.02356158196926117,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6552844643592834,0.05099251866340637,0.02356036566197872,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6552911996841431,0.050988923758268356,0.023535965010523796,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553207635879517,0.05099804699420929,0.02354530058801174,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553140878677368,0.05098886415362358,0.023523878306150436,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553245186805725,0.050978418439626694,0.023511970415711403,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553484201431274,0.050976503640413284,0.0235228780657053,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553515195846558,0.050978317856788635,0.023499667644500732,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553640365600586,0.050978608429431915,0.023503778502345085,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554184556007385,0.05100066587328911,0.023554779589176178,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554312109947205,0.05100198835134506,0.023552490398287773,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6553986668586731,0.0509803481400013,0.023527633398771286,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554023027420044,0.05097489804029465,0.02353239804506302,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554438471794128,0.05099944397807121,0.02356312796473503,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554489135742187,0.051004808396101,0.023561352863907814,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.655462920665741,0.0510040707886219,0.023561837151646614,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554723978042603,0.05100873485207558,0.023558245971798897,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6554877161979675,0.05100911483168602,0.023562036454677582,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555047631263733,0.05100961774587631,0.02356164902448654,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555200815200806,0.05101848393678665,0.02357235550880432,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555464267730713,0.051000550389289856,0.023618917912244797,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555737257003784,0.051015980541706085,0.023663027212023735,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555834412574768,0.051020462065935135,0.02368510514497757,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555797457695007,0.05101852864027023,0.023693691939115524,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555711030960083,0.05102360621094704,0.023711081594228744,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555586457252502,0.05101608857512474,0.023719603195786476,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555547118186951,0.05101638287305832,0.023715415969491005,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555538177490234,0.051010824739933014,0.02370765618979931,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555635333061218,0.05100644379854202,0.02367539145052433,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555737853050232,0.05100082978606224,0.023647954687476158,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555817127227783,0.05099650099873543,0.023639585822820663,6,0,2,8,KBYG,small,left,large,right
LegacyMarker,0.6555913090705872,0.05099525302648544,0.02363496460020542,6,0,2,8,KBYG,small,left,large,right
