asset_type,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_validity,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
RigidBody,5,0.5877225399017334,0.011636585928499699,0.5877608060836792,0.00408462667837739,-0.015751199796795845,-0.0023523769341409206,0.9998648166656494,0.00018960532906930894,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.01632501371204853,0.008166652172803879,0.020799672231078148,-0.00144268071744591,-0.00033466878812760115,7.005622319411486e-5,0.9999989867210388,1.4191195987223182e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532245874404907,0.014286466874182224,0.018459588289260864,0.0023347195237874985,0.0014029733138158917,0.007078887894749641,0.9999712705612183,4.383239502203651e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32073912024497986,0.0326954685151577,0.12187843024730682,0.0014478015946224332,-0.045535117387771606,0.000693112553562969,0.9989614486694336,0.0011553766671568155,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.1685433387756348,0.016364552080631256,0.5719943046569824,0.0006747173611074686,-0.0014784230152145028,0.0006531884428113699,0.9999984502792358,0.00015376250667031854,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017163775861263275,0.012528365477919579,0.5790306329727173,-0.002626541070640087,-0.0034667570143938065,-0.0007493682205677032,0.9999903440475464,0.0003769101167563349,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.5877153277397156,0.011670272797346115,0.5877394676208496,0.002548023359850049,-0.016518523916602135,-0.0037697385996580124,0.9998531937599182,0.00019937922479584813,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.01632947288453579,0.008154990151524544,0.020797211676836014,-0.0014285665238276124,-0.0005432144389487803,-6.688397115794942e-5,0.9999988079071045,1.368194443784887e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532236337661743,0.014284254051744938,0.01845696195960045,0.002652737544849515,0.0015440541319549084,0.007118931505829096,0.9999699592590332,4.29952924605459e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32157206535339355,0.03274625167250633,0.12262286990880966,0.0011161424918100238,-0.04454263299703598,-9.87943058134988e-5,0.9990069270133972,0.001088737160898745,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.1685497760772705,0.016371462494134903,0.5719958543777466,0.0009361363481730223,-0.0017262084875255823,0.0007016484159976244,0.9999978542327881,0.00015659139899071306,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017164239659905434,0.012526345439255238,0.5790245532989502,-0.0024152572732418776,-0.0035180067643523216,-0.000638964818790555,0.999990701675415,0.00037533402792178094,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.5877342224121094,0.011672018095850945,0.587710976600647,0.0024676525499671698,-0.015649203211069107,-0.004163413308560848,0.9998658895492554,0.00019638618687167764,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.016330435872077942,0.008163601160049438,0.02080020122230053,-0.0012858809204772115,-0.00035413840669207275,8.88779031811282e-5,0.9999991655349731,1.7376249161316082e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532249450683594,0.014284204691648483,0.018457474187016487,0.002713545225560665,0.001565201673656702,0.007122615352272987,0.9999697208404541,4.4955042540095746e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32237470149993896,0.03269081935286522,0.123504139482975,0.000804148439783603,-0.04530337080359459,0.0005618631839752197,0.9989727735519409,0.0012136782752349973,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.168554425239563,0.016369568184018135,0.5719942450523376,0.0009575747535564005,-0.0017963171703740954,0.0007066252874210477,0.9999977350234985,0.00015718866779934615,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017166778445243835,0.012524515390396118,0.5790241956710815,-0.0024389501195400953,-0.003550227265805006,-0.0006333533092401922,0.9999905824661255,0.00037416000850498676,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.5877277255058289,0.011640198528766632,0.5877575278282166,0.003831724636256695,-0.015637150034308433,-0.0025776077527552843,0.9998671412467957,0.00019204492855351418,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.01632748916745186,0.00818246603012085,0.02082465961575508,-0.0015834008809179068,0.0007421550108119845,-0.0005901952390559018,0.9999983310699463,2.723803663684521e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532304286956787,0.014281706884503365,0.018462510779500008,0.0024948250502347946,0.0015517642023041844,0.006916346028447151,0.9999717473983765,4.392599294078536e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32306215167045593,0.03277457877993584,0.12433750182390213,0.0024156037252396345,-0.04523999243974686,0.002298623090609908,0.998970627784729,0.001212886767461896,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.1685477495193481,0.016359880566596985,0.572006106376648,-0.00035683269379660487,-0.0015100642340257764,0.0029143868014216423,0.9999945759773254,0.00015291613817680627,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017167093232274055,0.012525890953838825,0.5790301561355591,-0.002383320592343807,-0.0034103847574442625,-0.0005900272517465055,0.9999911785125732,0.00037429819349199533,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.587746262550354,0.011633869260549545,0.5877454280853271,0.004312701523303986,-0.014802100136876106,-0.0023644499015063047,0.9998784065246582,0.00018408075266052037,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.016327891498804092,0.008172101341187954,0.020808162167668343,-0.0015770026948302984,-0.00025526017998345196,5.411335951066576e-5,0.9999988079071045,1.4321557500807103e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532280445098877,0.014288658276200294,0.018470047041773796,0.0025355347897857428,0.0013092353474348783,0.007225804962217808,0.9999698400497437,4.2265819502063096e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32376164197921753,0.032785601913928986,0.12525783479213715,0.0012601710623130202,-0.0455402173101902,0.0004094390315003693,0.9989616870880127,0.0010399624006822705,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.1685551404953003,0.01636379025876522,0.572006344795227,0.0005652871914207935,-0.0017178127309307456,0.001119396649301052,0.9999977350234985,0.0001589353778399527,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.01716575399041176,0.012525893747806549,0.5790385603904724,-0.002694816794246435,-0.0034392806701362133,-0.000920139835216105,0.9999901056289673,0.00037385078030638397,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.5877307057380676,0.01162936631590128,0.5877676010131836,0.003975513391196728,-0.015545414760708809,-0.002296153921633959,0.999868631362915,0.0001938121422426775,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.016335533931851387,0.008164767175912857,0.020817115902900696,-0.0015972418477758765,-0.00041097484063357115,-3.3933270060515497e-6,0.9999986886978149,1.4997902326285839e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.153223991394043,0.014287854544818401,0.018474357202649116,0.00252362503670156,0.0012697817292064428,0.007113152649253607,0.9999707937240601,4.4068845454603434e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.3245004713535309,0.03279665485024452,0.12608106434345245,0.0007714394014328718,-0.04574523866176605,-0.00036144297337159514,0.9989528656005859,0.001183808664791286,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.168537974357605,0.016367869451642036,0.5720071196556091,0.0008788908598944545,-0.0012284418335184455,0.001106813782826066,0.9999983310699463,0.0001438730541849509,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.01717810332775116,0.012513707391917706,0.5790379643440247,-0.002655553864315152,-0.003907992038875818,-0.00023740081815049052,0.9999887943267822,0.0003789906913880259,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.5877442955970764,0.011623989790678024,0.5877518653869629,0.0042822156101465225,-0.014816156588494778,-0.002442765748128295,0.9998781681060791,0.0001846597297117114,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.016335058957338333,0.008169453591108322,0.020822128280997276,-0.0017422832315787673,-0.0005437363288365304,3.802441278821789e-5,0.9999983310699463,1.432497811038047e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.1532295942306519,0.01429023314267397,0.018478162586688995,0.0025594455655664206,0.0012356650549918413,0.007061896845698357,0.9999710321426392,4.283852831576951e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.3253636360168457,0.03269032761454582,0.12700262665748596,0.002822797978296876,-0.04579315707087517,0.0022873703856021166,0.9989444017410278,0.0011989297345280647,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.1685456037521362,0.016356103122234344,0.5720133781433105,0.0009025936597026885,-0.0014184204628691077,0.0003764074353966862,0.9999985694885254,0.00015126715879887342,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017154095694422722,0.012498125433921814,0.5790123343467712,-0.0016718877013772726,-0.004105802625417709,-0.0002930318587459624,0.9999901056289673,0.0003121053159702569,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.587725818157196,0.011627542786300182,0.5877808332443237,0.004177234601229429,-0.015811994671821594,-0.002231959020718932,0.999863862991333,0.00019299636187497526,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.016332225874066353,0.00818613264709711,0.020845448598265648,-0.001236391137354076,0.0006156524759717286,-0.000793417333625257,0.9999987483024597,2.8011345420964062e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,2,1.153226375579834,0.014293080195784569,0.01848866045475006,0.002582903252914548,0.0013794408878311515,0.007148906588554382,0.9999701976776123,4.481475116335787e-5,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,6,0.32608211040496826,0.032703157514333725,0.12779657542705536,0.0019960254430770874,-0.04553396254777908,0.0014784694649279118,0.9989597797393799,0.001240299898199737,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,3,1.168548583984375,0.016341671347618103,0.5720354318618774,0.000517682172358036,-0.0013082483783364296,0.0007519869832322001,0.9999988079071045,0.00016015005530789494,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,4,0.017169490456581116,0.012516980990767479,0.5790496468544006,-0.00246420013718307,-0.0034209659788757563,-0.0007245836313813925,0.9999908208847046,0.00037133111618459225,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,5,0.587723970413208,0.011626068502664566,0.5877894163131714,0.004063872154802084,-0.015821494162082672,-0.0022779505234211683,0.9998639822006226,0.00019249135220889002,1,8,0,1,1,GBYK,small,left,large,right
RigidBody,1,0.0163311418145895,0.008183334954082966,0.02085895836353302,-0.0014993102522566915,0.0007977068307809532,-0.001347017241641879,0.9999977350234985,2.937696444860194e-5,1,8,0,1,1,GBYK,small,left,large,right
