asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,131709,6,0,2,44,KBYG,small,right,large,left
Prefix,131710,6,0,2,44,KBYG,small,right,large,left
Prefix,131711,6,0,2,44,KBYG,small,right,large,left
Prefix,131712,6,0,2,44,KBYG,small,right,large,left
Prefix,131713,6,0,2,44,KBYG,small,right,large,left
Prefix,131714,6,0,2,44,KBYG,small,right,large,left
Prefix,131715,6,0,2,44,KBYG,small,right,large,left
Prefix,131716,6,0,2,44,KBYG,small,right,large,left
Prefix,131717,6,0,2,44,KBYG,small,right,large,left
Prefix,131718,6,0,2,44,KBYG,small,right,large,left
Prefix,131719,6,0,2,44,KBYG,small,right,large,left
Prefix,131720,6,0,2,44,KBYG,small,right,large,left
Prefix,131721,6,0,2,44,KBYG,small,right,large,left
Prefix,131722,6,0,2,44,KBYG,small,right,large,left
Prefix,131723,6,0,2,44,KBYG,small,right,large,left
Prefix,131724,6,0,2,44,KBYG,small,right,large,left
Prefix,131725,6,0,2,44,KBYG,small,right,large,left
Prefix,131726,6,0,2,44,KBYG,small,right,large,left
Prefix,131727,6,0,2,44,KBYG,small,right,large,left
Prefix,131728,6,0,2,44,KBYG,small,right,large,left
Prefix,131729,6,0,2,44,KBYG,small,right,large,left
Prefix,131730,6,0,2,44,KBYG,small,right,large,left
Prefix,131731,6,0,2,44,KBYG,small,right,large,left
Prefix,131732,6,0,2,44,KBYG,small,right,large,left
Prefix,131733,6,0,2,44,KBYG,small,right,large,left
Prefix,131734,6,0,2,44,KBYG,small,right,large,left
Prefix,131735,6,0,2,44,KBYG,small,right,large,left
Prefix,131736,6,0,2,44,KBYG,small,right,large,left
Prefix,131737,6,0,2,44,KBYG,small,right,large,left
Prefix,131738,6,0,2,44,KBYG,small,right,large,left
Prefix,131739,6,0,2,44,KBYG,small,right,large,left
Prefix,131740,6,0,2,44,KBYG,small,right,large,left
Prefix,131741,6,0,2,44,KBYG,small,right,large,left
Prefix,131742,6,0,2,44,KBYG,small,right,large,left
Prefix,131743,6,0,2,44,KBYG,small,right,large,left
Prefix,131744,6,0,2,44,KBYG,small,right,large,left
Prefix,131745,6,0,2,44,KBYG,small,right,large,left
Prefix,131746,6,0,2,44,KBYG,small,right,large,left
Prefix,131747,6,0,2,44,KBYG,small,right,large,left
Prefix,131748,6,0,2,44,KBYG,small,right,large,left
Prefix,131749,6,0,2,44,KBYG,small,right,large,left
Prefix,131750,6,0,2,44,KBYG,small,right,large,left
Prefix,131751,6,0,2,44,KBYG,small,right,large,left
Prefix,131752,6,0,2,44,KBYG,small,right,large,left
Prefix,131753,6,0,2,44,KBYG,small,right,large,left
Prefix,131754,6,0,2,44,KBYG,small,right,large,left
Prefix,131755,6,0,2,44,KBYG,small,right,large,left
Prefix,131756,6,0,2,44,KBYG,small,right,large,left
Prefix,131757,6,0,2,44,KBYG,small,right,large,left
Prefix,131758,6,0,2,44,KBYG,small,right,large,left
Prefix,131759,6,0,2,44,KBYG,small,right,large,left
Prefix,131760,6,0,2,44,KBYG,small,right,large,left
Prefix,131761,6,0,2,44,KBYG,small,right,large,left
Prefix,131762,6,0,2,44,KBYG,small,right,large,left
Prefix,131763,6,0,2,44,KBYG,small,right,large,left
