asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6042913794517517,0.011046549305319786,0.5932803153991699,13987,1.4857900354909748e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,967453801,4.591802833868847e-40,0.5718464851379395,0.01112495455890894,0.593174159526825,3853,1.4857898112832205e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,967621109,4.59181684685349e-40,0.5870572328567505,0.012755505740642548,0.576619565486908,-26293,1.4857890265560805e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,959828137,9.183689745645554e-41,0.022066587582230568,0.007937829941511154,0.02774805948138237,3803,1.4857884660366947e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,974228892,9.183829875491986e-41,0.004659342113882303,0.00798434391617775,0.023962203413248062,11848,1.4857873449979233e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,965562262,9.183970005338419e-41,0.022056128829717636,0.008606591261923313,0.01061142049729824,12625,1.4857851029203804e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,976038997,1.8367239361444675e-40,1.1662367582321167,0.014701366424560547,0.0216606967151165,-13386,1.4857862239591518e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,962801108,1.8367379491291107e-40,1.147826075553894,0.01415034756064415,0.02483227849006653,16562,1.4857872328940461e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,965616074,1.836751962113754e-40,1.1454914808273315,0.013796529732644558,0.0087625402957201,15407,1.4857861118552747e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,959845764,5.510143782464116e-40,0.29084694385528564,0.03265228122472763,0.07710779458284378,25982,1.4858004611515494e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,964620990,5.510157795448759e-40,0.4246116280555725,0.03292432427406311,0.19195055961608887,11700,1.485800909567058e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,966094540,5.5101718084334024e-40,0.39051640033721924,0.033144526183605194,0.21676260232925415,16907,1.4858012458786894e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,964747936,2.7550788977243796e-40,1.163203477859497,0.017309067770838737,0.5664110779762268,-30831,1.4857892507638348e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,966137285,2.755092910709023e-40,1.1815005540847778,0.015791457146406174,0.5635361075401306,11535,1.485787120790169e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,971827212,2.755106923693666e-40,1.1608980894088745,0.01608056016266346,0.585895836353302,15478,1.4857862239591518e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,966205872,3.673433859304292e-40,0.0037672962062060833,0.012692618183791637,0.5722025632858276,30073,1.4857881297250633e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,972443202,3.673447872288935e-40,0.023223357275128365,0.012879732996225357,0.5736402273178101,-8581,1.4857874571018004e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,971708299,3.673461885273578e-40,0.02432486042380333,0.01204306073486805,0.5911346077919006,-22372,1.4857875692056776e-37,6,0,1,3,GBYK,large,left,large,right
AssetMarker,468,4.591788820884204e-40,0.6042870283126831,0.011043895967304707,0.5932729840278625,14051,1.4857900354909748e-37,6,0,1,3,GBYK,large,left,large,right
