asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,1158992,6,0,2,3,KBYG,large,right,small,left
Prefix,1158993,6,0,2,3,KBYG,large,right,small,left
Prefix,1158994,6,0,2,3,KBYG,large,right,small,left
Prefix,1158995,6,0,2,3,KBYG,large,right,small,left
Prefix,1158996,6,0,2,3,KBYG,large,right,small,left
Prefix,1158997,6,0,2,3,KBYG,large,right,small,left
Prefix,1158998,6,0,2,3,KBYG,large,right,small,left
Prefix,1158999,6,0,2,3,KBYG,large,right,small,left
Prefix,1159000,6,0,2,3,KBYG,large,right,small,left
Prefix,1159001,6,0,2,3,KBYG,large,right,small,left
Prefix,1159002,6,0,2,3,KBYG,large,right,small,left
Prefix,1159003,6,0,2,3,KBYG,large,right,small,left
Prefix,1159004,6,0,2,3,KBYG,large,right,small,left
Prefix,1159005,6,0,2,3,KBYG,large,right,small,left
Prefix,1159006,6,0,2,3,KBYG,large,right,small,left
Prefix,1159007,6,0,2,3,KBYG,large,right,small,left
Prefix,1159008,6,0,2,3,KBYG,large,right,small,left
Prefix,1159009,6,0,2,3,KBYG,large,right,small,left
Prefix,1159010,6,0,2,3,KBYG,large,right,small,left
Prefix,1159011,6,0,2,3,KBYG,large,right,small,left
Prefix,1159012,6,0,2,3,KBYG,large,right,small,left
Prefix,1159013,6,0,2,3,KBYG,large,right,small,left
Prefix,1159014,6,0,2,3,KBYG,large,right,small,left
Prefix,1159015,6,0,2,3,KBYG,large,right,small,left
Prefix,1159016,6,0,2,3,KBYG,large,right,small,left
Prefix,1159017,6,0,2,3,KBYG,large,right,small,left
Prefix,1159018,6,0,2,3,KBYG,large,right,small,left
Prefix,1159019,6,0,2,3,KBYG,large,right,small,left
Prefix,1159020,6,0,2,3,KBYG,large,right,small,left
Prefix,1159021,6,0,2,3,KBYG,large,right,small,left
Prefix,1159022,6,0,2,3,KBYG,large,right,small,left
Prefix,1159023,6,0,2,3,KBYG,large,right,small,left
Prefix,1159024,6,0,2,3,KBYG,large,right,small,left
Prefix,1159025,6,0,2,3,KBYG,large,right,small,left
Prefix,1159026,6,0,2,3,KBYG,large,right,small,left
Prefix,1159027,6,0,2,3,KBYG,large,right,small,left
Prefix,1159028,6,0,2,3,KBYG,large,right,small,left
Prefix,1159029,6,0,2,3,KBYG,large,right,small,left
Prefix,1159030,6,0,2,3,KBYG,large,right,small,left
Prefix,1159031,6,0,2,3,KBYG,large,right,small,left
Prefix,1159032,6,0,2,3,KBYG,large,right,small,left
Prefix,1159033,6,0,2,3,KBYG,large,right,small,left
Prefix,1159034,6,0,2,3,KBYG,large,right,small,left
Prefix,1159035,6,0,2,3,KBYG,large,right,small,left
Prefix,1159036,6,0,2,3,KBYG,large,right,small,left
Prefix,1159037,6,0,2,3,KBYG,large,right,small,left
Prefix,1159038,6,0,2,3,KBYG,large,right,small,left
Prefix,1159039,6,0,2,3,KBYG,large,right,small,left
Prefix,1159040,6,0,2,3,KBYG,large,right,small,left
Prefix,1159041,6,0,2,3,KBYG,large,right,small,left
Prefix,1159042,6,0,2,3,KBYG,large,right,small,left
Prefix,1159043,6,0,2,3,KBYG,large,right,small,left
Prefix,1159044,6,0,2,3,KBYG,large,right,small,left
Prefix,1159045,6,0,2,3,KBYG,large,right,small,left
Prefix,1159046,6,0,2,3,KBYG,large,right,small,left
Prefix,1159047,6,0,2,3,KBYG,large,right,small,left
Prefix,1159048,6,0,2,3,KBYG,large,right,small,left
Prefix,1159049,6,0,2,3,KBYG,large,right,small,left
Prefix,1159050,6,0,2,3,KBYG,large,right,small,left
Prefix,1159051,6,0,2,3,KBYG,large,right,small,left
Prefix,1159052,6,0,2,3,KBYG,large,right,small,left
Prefix,1159053,6,0,2,3,KBYG,large,right,small,left
Prefix,1159054,6,0,2,3,KBYG,large,right,small,left
Prefix,1159055,6,0,2,3,KBYG,large,right,small,left
Prefix,1159056,6,0,2,3,KBYG,large,right,small,left
Prefix,1159057,6,0,2,3,KBYG,large,right,small,left
Prefix,1159058,6,0,2,3,KBYG,large,right,small,left
Prefix,1159059,6,0,2,3,KBYG,large,right,small,left
Prefix,1159060,6,0,2,3,KBYG,large,right,small,left
Prefix,1159061,6,0,2,3,KBYG,large,right,small,left
Prefix,1159062,6,0,2,3,KBYG,large,right,small,left
Prefix,1159063,6,0,2,3,KBYG,large,right,small,left
Prefix,1159064,6,0,2,3,KBYG,large,right,small,left
Prefix,1159065,6,0,2,3,KBYG,large,right,small,left
Prefix,1159066,6,0,2,3,KBYG,large,right,small,left
Prefix,1159067,6,0,2,3,KBYG,large,right,small,left
Prefix,1159068,6,0,2,3,KBYG,large,right,small,left
Prefix,1159069,6,0,2,3,KBYG,large,right,small,left
Prefix,1159070,6,0,2,3,KBYG,large,right,small,left
Prefix,1159071,6,0,2,3,KBYG,large,right,small,left
Prefix,1159072,6,0,2,3,KBYG,large,right,small,left
Prefix,1159073,6,0,2,3,KBYG,large,right,small,left
Prefix,1159074,6,0,2,3,KBYG,large,right,small,left
Prefix,1159075,6,0,2,3,KBYG,large,right,small,left
Prefix,1159076,6,0,2,3,KBYG,large,right,small,left
Prefix,1159077,6,0,2,3,KBYG,large,right,small,left
Prefix,1159078,6,0,2,3,KBYG,large,right,small,left
Prefix,1159079,6,0,2,3,KBYG,large,right,small,left
Prefix,1159080,6,0,2,3,KBYG,large,right,small,left
Prefix,1159081,6,0,2,3,KBYG,large,right,small,left
Prefix,1159082,6,0,2,3,KBYG,large,right,small,left
Prefix,1159083,6,0,2,3,KBYG,large,right,small,left
Prefix,1159084,6,0,2,3,KBYG,large,right,small,left
Prefix,1159085,6,0,2,3,KBYG,large,right,small,left
Prefix,1159086,6,0,2,3,KBYG,large,right,small,left
Prefix,1159087,6,0,2,3,KBYG,large,right,small,left
Prefix,1159088,6,0,2,3,KBYG,large,right,small,left
Prefix,1159089,6,0,2,3,KBYG,large,right,small,left
Prefix,1159090,6,0,2,3,KBYG,large,right,small,left
Prefix,1159091,6,0,2,3,KBYG,large,right,small,left
Prefix,1159092,6,0,2,3,KBYG,large,right,small,left
Prefix,1159093,6,0,2,3,KBYG,large,right,small,left
Prefix,1159094,6,0,2,3,KBYG,large,right,small,left
Prefix,1159095,6,0,2,3,KBYG,large,right,small,left
Prefix,1159096,6,0,2,3,KBYG,large,right,small,left
Prefix,1159097,6,0,2,3,KBYG,large,right,small,left
Prefix,1159098,6,0,2,3,KBYG,large,right,small,left
Prefix,1159099,6,0,2,3,KBYG,large,right,small,left
Prefix,1159100,6,0,2,3,KBYG,large,right,small,left
Prefix,1159101,6,0,2,3,KBYG,large,right,small,left
Prefix,1159102,6,0,2,3,KBYG,large,right,small,left
Prefix,1159103,6,0,2,3,KBYG,large,right,small,left
Prefix,1159104,6,0,2,3,KBYG,large,right,small,left
Prefix,1159105,6,0,2,3,KBYG,large,right,small,left
Prefix,1159106,6,0,2,3,KBYG,large,right,small,left
Prefix,1159107,6,0,2,3,KBYG,large,right,small,left
Prefix,1159108,6,0,2,3,KBYG,large,right,small,left
Prefix,1159109,6,0,2,3,KBYG,large,right,small,left
Prefix,1159110,6,0,2,3,KBYG,large,right,small,left
Prefix,1159111,6,0,2,3,KBYG,large,right,small,left
Prefix,1159112,6,0,2,3,KBYG,large,right,small,left
Prefix,1159113,6,0,2,3,KBYG,large,right,small,left
Prefix,1159114,6,0,2,3,KBYG,large,right,small,left
Prefix,1159115,6,0,2,3,KBYG,large,right,small,left
Prefix,1159116,6,0,2,3,KBYG,large,right,small,left
Prefix,1159117,6,0,2,3,KBYG,large,right,small,left
Prefix,1159118,6,0,2,3,KBYG,large,right,small,left
Prefix,1159119,6,0,2,3,KBYG,large,right,small,left
Prefix,1159120,6,0,2,3,KBYG,large,right,small,left
Prefix,1159121,6,0,2,3,KBYG,large,right,small,left
Prefix,1159122,6,0,2,3,KBYG,large,right,small,left
Prefix,1159123,6,0,2,3,KBYG,large,right,small,left
Prefix,1159124,6,0,2,3,KBYG,large,right,small,left
Prefix,1159125,6,0,2,3,KBYG,large,right,small,left
Prefix,1159126,6,0,2,3,KBYG,large,right,small,left
Prefix,1159127,6,0,2,3,KBYG,large,right,small,left
Prefix,1159128,6,0,2,3,KBYG,large,right,small,left
Prefix,1159129,6,0,2,3,KBYG,large,right,small,left
Prefix,1159130,6,0,2,3,KBYG,large,right,small,left
Prefix,1159131,6,0,2,3,KBYG,large,right,small,left
Prefix,1159132,6,0,2,3,KBYG,large,right,small,left
Prefix,1159133,6,0,2,3,KBYG,large,right,small,left
Prefix,1159134,6,0,2,3,KBYG,large,right,small,left
Prefix,1159135,6,0,2,3,KBYG,large,right,small,left
Prefix,1159136,6,0,2,3,KBYG,large,right,small,left
Prefix,1159137,6,0,2,3,KBYG,large,right,small,left
Prefix,1159138,6,0,2,3,KBYG,large,right,small,left
Prefix,1159139,6,0,2,3,KBYG,large,right,small,left
Prefix,1159140,6,0,2,3,KBYG,large,right,small,left
Prefix,1159141,6,0,2,3,KBYG,large,right,small,left
Prefix,1159142,6,0,2,3,KBYG,large,right,small,left
Prefix,1159143,6,0,2,3,KBYG,large,right,small,left
Prefix,1159144,6,0,2,3,KBYG,large,right,small,left
Prefix,1159145,6,0,2,3,KBYG,large,right,small,left
Prefix,1159146,6,0,2,3,KBYG,large,right,small,left
Prefix,1159147,6,0,2,3,KBYG,large,right,small,left
Prefix,1159148,6,0,2,3,KBYG,large,right,small,left
Prefix,1159149,6,0,2,3,KBYG,large,right,small,left
Prefix,1159150,6,0,2,3,KBYG,large,right,small,left
Prefix,1159151,6,0,2,3,KBYG,large,right,small,left
Prefix,1159152,6,0,2,3,KBYG,large,right,small,left
Prefix,1159153,6,0,2,3,KBYG,large,right,small,left
Prefix,1159154,6,0,2,3,KBYG,large,right,small,left
