asset_type,parent_name,pos_x,pos_y,pos_z,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Marker,edge_TL,1.163200855255127,0.017310304567217827,0.56641685962677,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TL,1.1815062761306763,0.015786536037921905,0.563535213470459,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TL,1.1608994007110596,0.016077818349003792,0.5858991146087646,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.003767922054976225,0.012689229100942612,0.572206437587738,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.02322719432413578,0.012863884679973125,0.5736359357833862,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.02442503347992897,0.012087821960449219,0.5912686586380005,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.604236364364624,0.011044779792428017,0.5933496952056885,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.5718100070953369,0.011224123649299145,0.5931129455566406,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.5870431065559387,0.01274771336466074,0.5766196250915527,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.022064533084630966,0.00793971586972475,0.0277548860758543,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.004661343991756439,0.007977212779223919,0.023957742378115654,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.022054674103856087,0.00861351378262043,0.01062828954309225,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.166231632232666,0.014692291617393494,0.021656418219208717,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.1478227376937866,0.014151354320347309,0.024837220087647438,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.14547860622406,0.01380449440330267,0.00878158025443554,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.34521380066871643,0.03285617008805275,0.13806715607643127,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.4808454215526581,0.03295344114303589,0.2505846321582794,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.4473470449447632,0.03297555819153786,0.2759418487548828,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.163200855255127,0.017310304567217827,0.56641685962677,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.1815062761306763,0.015786536037921905,0.563535213470459,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.1608994007110596,0.016077818349003792,0.5858991146087646,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.003767922054976225,0.012689229100942612,0.572206437587738,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.02322719432413578,0.012863884679973125,0.5736359357833862,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.02442503347992897,0.012087821960449219,0.5912686586380005,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.604236364364624,0.011044779792428017,0.5933496952056885,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.5718100070953369,0.011224123649299145,0.5931129455566406,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.5870431065559387,0.01274771336466074,0.5766196250915527,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.022064533084630966,0.00793971586972475,0.0277548860758543,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.004661343991756439,0.007977212779223919,0.023957742378115654,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.022054674103856087,0.00861351378262043,0.01062828954309225,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.166231632232666,0.014692291617393494,0.021656418219208717,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.1478227376937866,0.014151354320347309,0.024837220087647438,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.14547860622406,0.01380449440330267,0.00878158025443554,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.34521380066871643,0.03285617008805275,0.13806715607643127,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.4808454215526581,0.03295344114303589,0.2505846321582794,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.4473470449447632,0.03297555819153786,0.2759418487548828,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TL,1.1632027626037598,0.017239399254322052,0.5664353370666504,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TL,1.181477427482605,0.015763675794005394,0.5635218024253845,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TL,1.160898208618164,0.01607515849173069,0.5859026908874512,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.003771094139665365,0.012682965956628323,0.5722118616104126,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.023229626938700676,0.012866133823990822,0.5736331939697266,6,0,2,1,KBYG,small,right,small,left
Marker,edge_TR,0.024430684745311737,0.012082118541002274,0.5912739634513855,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.6042356491088867,0.011038966476917267,0.5933563709259033,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.5718470811843872,0.011117774993181229,0.5931745171546936,6,0,2,1,KBYG,small,right,small,left
Marker,north,0.587049663066864,0.012752139940857887,0.5766305923461914,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.02206484228372574,0.00794097688049078,0.027759116142988205,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.004664023406803608,0.007985030300915241,0.023966370150446892,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BR,0.022055452689528465,0.008598762564361095,0.010632327757775784,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.166236400604248,0.014700397849082947,0.021669184789061546,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.1478281021118164,0.01415238156914711,0.02484131045639515,6,0,2,1,KBYG,small,right,small,left
Marker,edge_BL,1.1454813480377197,0.013797812163829803,0.008779923431575298,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.344777375459671,0.03277779743075371,0.1375666707754135,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.48019447922706604,0.032928649336099625,0.24984751641750336,6,0,2,1,KBYG,small,right,small,left
Marker,hand,0.44660961627960205,0.0333063043653965,0.27519747614860535,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.1632027626037598,0.017239399254322052,0.5664353370666504,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.181477427482605,0.015763675794005394,0.5635218024253845,6,0,2,1,KBYG,small,right,small,left
Marker,all,1.160898208618164,0.01607515849173069,0.5859026908874512,6,0,2,1,KBYG,small,right,small,left
Marker,all,0.003771094139665365,0.012682965956628323,0.5722118616104126,6,0,2,1,KBYG,small,right,small,left
