asset_type,parent_name,pos_x,pos_y,pos_z,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Marker,edge_TL,1.1632132530212402,0.01729436405003071,0.5664374828338623,6,0,1,2,GBYK,large,right,large,left
Marker,edge_TL,1.1815195083618164,0.015714578330516815,0.5635532140731812,6,0,1,2,GBYK,large,right,large,left
Marker,edge_TL,1.1609140634536743,0.016050392761826515,0.5859779119491577,6,0,1,2,GBYK,large,right,large,left
Marker,edge_TR,0.003815100295469165,0.012653345242142677,0.5722296237945557,6,0,1,2,GBYK,large,right,large,left
Marker,edge_TR,0.02323813922703266,0.012859685346484184,0.5736677050590515,6,0,1,2,GBYK,large,right,large,left
Marker,edge_TR,0.024433350190520287,0.012074287980794907,0.5912893414497375,6,0,1,2,GBYK,large,right,large,left
Marker,north,0.6042486429214478,0.011027643457055092,0.593377411365509,6,0,1,2,GBYK,large,right,large,left
Marker,north,0.5718554258346558,0.011104119010269642,0.593206524848938,6,0,1,2,GBYK,large,right,large,left
Marker,north,0.5870577692985535,0.01274161972105503,0.5766463279724121,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BR,0.022080784663558006,0.007946206256747246,0.02777974121272564,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BR,0.004670795053243637,0.008031127974390984,0.024065865203738213,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BR,0.022072600200772285,0.008626381866633892,0.010650398209691048,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BL,1.1662473678588867,0.014709746465086937,0.021687399595975876,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BL,1.1478407382965088,0.014166203327476978,0.024858327582478523,6,0,1,2,GBYK,large,right,large,left
Marker,edge_BL,1.1454963684082031,0.013812894001603127,0.008796104229986668,6,0,1,2,GBYK,large,right,large,left
Marker,hand,0.43699485063552856,0.03314197435975075,0.22913654148578644,6,0,1,2,GBYK,large,right,large,left
Marker,hand,0.5743169784545898,0.03277445584535599,0.33905234932899475,6,0,1,2,GBYK,large,right,large,left
Marker,hand,0.5411557555198669,0.03323964774608612,0.3647971451282501,6,0,1,2,GBYK,large,right,large,left
Marker,all,1.1632132530212402,0.01729436405003071,0.5664374828338623,6,0,1,2,GBYK,large,right,large,left
Marker,all,1.1815195083618164,0.015714578330516815,0.5635532140731812,6,0,1,2,GBYK,large,right,large,left
Marker,all,1.1609140634536743,0.016050392761826515,0.5859779119491577,6,0,1,2,GBYK,large,right,large,left
Marker,all,0.003815100295469165,0.012653345242142677,0.5722296237945557,6,0,1,2,GBYK,large,right,large,left
Marker,all,0.02323813922703266,0.012859685346484184,0.5736677050590515,6,0,1,2,GBYK,large,right,large,left
Marker,all,0.024433350190520287,0.012074287980794907,0.5912893414497375,6,0,1,2,GBYK,large,right,large,left
Marker,all,0.6042486429214478,0.011027643457055092,0.593377411365509,6,0,1,2,GBYK,large,right,large,left
