asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6042443513870239,0.011046912521123886,0.5933752059936523,2252,1.4857900354909748e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,967465918,4.591802833868847e-40,0.5718610882759094,0.011118149384856224,0.5932023525238037,2679,1.4857898112832205e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,967541614,4.59181684685349e-40,0.5870568752288818,0.012755563482642174,0.5766468644142151,-29729,1.4857890265560805e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,960315222,9.183689745645554e-41,0.0220743790268898,0.007955916225910187,0.027785221114754677,7649,1.4857884660366947e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,974069745,9.183829875491986e-41,0.004670486785471439,0.008006518706679344,0.02400296926498413,9805,1.4857873449979233e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,965555320,9.183970005338419e-41,0.022066395729780197,0.008620377629995346,0.010639910586178303,-859,1.4857849908165032e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,976204080,1.8367239361444675e-40,1.1662448644638062,0.014713420532643795,0.02169155515730381,-23022,1.4857862239591518e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,962564821,1.8367379491291107e-40,1.1478264331817627,0.014171091839671135,0.024862293154001236,16122,1.4857872328940461e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,965733538,1.836751962113754e-40,1.145493507385254,0.013814917765557766,0.008800672367215157,11826,1.4857861118552747e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,959002934,5.510143782464116e-40,0.23251892626285553,0.0323573499917984,0.025865819305181503,-22587,1.4858000127360408e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,963494992,5.510157795448759e-40,0.3696116507053375,0.03266090154647827,0.13586419820785522,-22031,1.485800909567058e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,967874416,5.5101718084334024e-40,0.33585160970687866,0.0328984372317791,0.1615057736635208,7302,1.4858012458786894e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,969808296,2.7550788977243796e-40,1.1632136106491089,0.017234772443771362,0.5664539337158203,29483,1.4857892507638348e-37,6,0,1,1,GBYK,large,right,small,left
AssetMarker,965533284,2.755092910709023e-40,1.1815177202224731,0.01571803353726864,0.5635496973991394,20451,1.485787120790169e-37,6,0,1,1,GBYK,large,right,small,left
