asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6041215062141418,0.011006376706063747,0.5934072136878967,-9231,1.4857899233870976e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,968332802,4.591802833868847e-40,0.571856677532196,0.011101122945547104,0.5932039022445679,11259,1.4857898112832205e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,967436009,4.59181684685349e-40,0.5870551466941833,0.012739117257297039,0.5766493678092957,31170,1.4857890265560805e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,959927674,9.183689745645554e-41,0.0220738984644413,0.0079537658020854,0.027788758277893066,6010,1.4857884660366947e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,974216616,9.183829875491986e-41,0.004673190880566835,0.00804799236357212,0.024083098396658897,1569,1.4857873449979233e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,966163897,9.183970005338419e-41,0.022066131234169006,0.008633395656943321,0.010657593607902527,-2392,1.4857849908165032e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,976091934,1.8367239361444675e-40,1.1662499904632568,0.014712676405906677,0.021703315898776054,-25893,1.4857862239591518e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,962560350,1.8367379491291107e-40,1.1478294134140015,0.014163770712912083,0.024881836026906967,15850,1.4857872328940461e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,965740082,1.836751962113754e-40,1.145492434501648,0.013817052356898785,0.008803840726613998,14181,1.4857861118552747e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,959292155,5.510143782464116e-40,0.4030977785587311,0.03276132419705391,0.19768504798412323,-7999,1.4858003490476722e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,968079301,5.510157795448759e-40,0.5385199785232544,0.032733600586652756,0.30944839119911194,5947,1.485800909567058e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,964833107,5.5101718084334024e-40,0.5052337646484375,0.03318006172776222,0.33498552441596985,8839,1.4858012458786894e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,965733354,2.7550788977243796e-40,1.1632193326950073,0.017207806929945946,0.5665133595466614,14342,1.4857892507638348e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,964117842,2.755092910709023e-40,1.1815201044082642,0.01570914499461651,0.5635644793510437,19810,1.485787120790169e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,972581551,2.755106923693666e-40,1.1609066724777222,0.016062675043940544,0.5859330296516418,-115,1.4857861118552747e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,966055539,3.673433859304292e-40,0.0038130441680550575,0.012651239521801472,0.5722340941429138,-20509,1.4857881297250633e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,972721576,3.673447872288935e-40,0.02323889546096325,0.012852882966399193,0.5736665725708008,-8838,1.4857874571018004e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,971705834,3.673461885273578e-40,0.024441197514533997,0.012076275423169136,0.5913018584251404,30924,1.4857875692056776e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,468,4.591788820884204e-40,0.6042429804801941,0.011018886230885983,0.5933902263641357,-9331,1.4857899233870976e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,967364271,4.591802833868847e-40,0.5718561410903931,0.011104372330009937,0.5932085514068604,11346,1.4857898112832205e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,967564810,4.59181684685349e-40,0.5870582461357117,0.012738135643303394,0.5766555666923523,31138,1.4857890265560805e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,960298528,9.183689745645554e-41,0.02207573503255844,0.007954545319080353,0.027789203450083733,5843,1.4857884660366947e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,974193464,9.183829875491986e-41,0.004669293761253357,0.008047652430832386,0.02408120036125183,1622,1.4857873449979233e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,966030049,9.183970005338419e-41,0.022070514038205147,0.008632400073111057,0.010656340979039669,-2247,1.4857849908165032e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,976237925,1.8367239361444675e-40,1.1662489175796509,0.014718634076416492,0.021707037463784218,-25866,1.4857862239591518e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,962659352,1.8367379491291107e-40,1.147832989692688,0.014171810820698738,0.02488367259502411,15845,1.4857872328940461e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,965530202,1.836751962113754e-40,1.1454951763153076,0.01381691638380289,0.008808913640677929,14210,1.4857861118552747e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,958988049,5.510143782464116e-40,0.40382423996925354,0.032937321811914444,0.1983949989080429,-8100,1.4858003490476722e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,966162184,5.510157795448759e-40,0.539453387260437,0.032974012196063995,0.3102182149887085,5326,1.485800909567058e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,966584934,5.5101718084334024e-40,0.5061087608337402,0.03324764594435692,0.3358127176761627,8907,1.4858012458786894e-37,6,0,1,4,GBYK,small,right,large,left
AssetMarker,965359706,2.7550788977243796e-40,1.1632126569747925,0.017232686281204224,0.5664718151092529,14355,1.4857892507638348e-37,6,0,1,4,GBYK,small,right,large,left
