asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6042417883872986,0.01102213840931654,0.5933849811553955,-11384,1.4857899233870976e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,967319642,4.591802833868847e-40,0.5718526840209961,0.01110544241964817,0.5932045578956604,15150,1.4857898112832205e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,967537534,4.59181684685349e-40,0.5870555639266968,0.012737513519823551,0.5766485929489136,-32452,1.4857890265560805e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,960071896,9.183689745645554e-41,0.022073814645409584,0.007957112975418568,0.02778799645602703,5865,1.4857884660366947e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,974195929,9.183829875491986e-41,0.004672675859183073,0.008030625060200691,0.024068204686045647,3129,1.4857873449979233e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,966164912,9.183970005338419e-41,0.022067200392484665,0.008633080869913101,0.010653943754732609,-5636,1.4857849908165032e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,976069726,1.8367239361444675e-40,1.1662522554397583,0.014715234749019146,0.021699849516153336,-30558,1.4857862239591518e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,962897344,1.8367379491291107e-40,1.1478338241577148,0.014158436097204685,0.024875419214367866,15459,1.4857872328940461e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,965509783,1.836751962113754e-40,1.145495891571045,0.013814072124660015,0.008806385099887848,14377,1.4857861118552747e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,959218745,5.510143782464116e-40,0.4336042106151581,0.03296446427702904,0.2325543314218521,7683,1.4858004611515494e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,962061516,5.510157795448759e-40,0.5700135231018066,0.03308965638279915,0.3437459170818329,1299,1.485800909567058e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,965978422,5.5101718084334024e-40,0.5366858839988708,0.03336968645453453,0.36951014399528503,7136,1.4858012458786894e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,960152114,2.7550788977243796e-40,1.16321861743927,0.017209744080901146,0.5665124654769897,14763,1.4857892507638348e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,964211882,2.755092910709023e-40,1.1815195083618164,0.015719056129455566,0.5635640025138855,18240,1.485787120790169e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,972483447,2.755106923693666e-40,1.1609103679656982,0.016064537689089775,0.5859305262565613,2933,1.4857862239591518e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,966074175,3.673433859304292e-40,0.003813110291957855,0.012652209028601646,0.5722278952598572,-11877,1.4857881297250633e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,972764524,3.673447872288935e-40,0.02323896251618862,0.012853266671299934,0.5736674666404724,-10051,1.4857874571018004e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,971668421,3.673461885273578e-40,0.024440521374344826,0.012079342268407345,0.5912964344024658,29544,1.4857875692056776e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,468,4.591788820884204e-40,0.6042487025260925,0.011030003428459167,0.5933845043182373,-11467,1.4857899233870976e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,967390930,4.591802833868847e-40,0.5718533396720886,0.011103707365691662,0.5932009220123291,15308,1.4857898112832205e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,967465412,4.59181684685349e-40,0.5870563387870789,0.012737478129565716,0.5766488909721375,-32412,1.4857890265560805e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,959974101,9.183689745645554e-41,0.02207290567457676,0.007957600057125092,0.027790578082203865,5934,1.4857884660366947e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,974133886,9.183829875491986e-41,0.004667872097343206,0.008034355007112026,0.024075524881482124,3066,1.4857873449979233e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,965986022,9.183970005338419e-41,0.022071827203035355,0.00862150639295578,0.010653805918991566,-5585,1.4857849908165032e-37,6,0,2,3,KBYG,large,right,small,left
AssetMarker,976041327,1.8367239361444675e-40,1.166250467300415,0.014711522497236729,0.021698666736483574,-30743,1.4857862239591518e-37,6,0,2,3,KBYG,large,right,small,left
