asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6042486429214478,0.011027643457055092,0.593377411365509,-10594,1.4857899233870976e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,967395527,4.591802833868847e-40,0.5718554258346558,0.011104119010269642,0.593206524848938,14449,1.4857898112832205e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,967619009,4.59181684685349e-40,0.5870577692985535,0.01274161972105503,0.5766463279724121,29183,1.4857890265560805e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,960110029,9.183689745645554e-41,0.022080784663558006,0.007946206256747246,0.02777974121272564,5927,1.4857884660366947e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,974226552,9.183829875491986e-41,0.004670795053243637,0.008031127974390984,0.024065865203738213,-964,1.4857872328940461e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,966057416,9.183970005338419e-41,0.022072600200772285,0.008626381866633892,0.010650398209691048,563,1.4857851029203804e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,976136821,1.8367239361444675e-40,1.1662473678588867,0.014709746465086937,0.021687399595975876,-18982,1.4857862239591518e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,962715989,1.8367379491291107e-40,1.1478407382965088,0.014166203327476978,0.024858327582478523,15677,1.4857872328940461e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,966067588,1.836751962113754e-40,1.1454963684082031,0.013812894001603127,0.008796104229986668,9398,1.4857861118552747e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,959849410,5.510143782464116e-40,0.43699485063552856,0.03314197435975075,0.22913654148578644,29373,1.4858004611515494e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,966733001,5.510157795448759e-40,0.5743169784545898,0.03277445584535599,0.33905234932899475,3601,1.485800909567058e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,964611823,5.5101718084334024e-40,0.5411557555198669,0.03323964774608612,0.3647971451282501,2866,1.4858012458786894e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,966930913,2.7550788977243796e-40,1.1632132530212402,0.01729436405003071,0.5664374828338623,12299,1.4857892507638348e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,966108031,2.755092910709023e-40,1.1815195083618164,0.015714578330516815,0.5635532140731812,22837,1.485787120790169e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,972519684,2.755106923693666e-40,1.1609140634536743,0.016050392761826515,0.5859779119491577,-4750,1.4857861118552747e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,967257749,3.673433859304292e-40,0.003815100295469165,0.012653345242142677,0.5722296237945557,-7979,1.4857881297250633e-37,6,0,1,2,GBYK,large,right,large,left
AssetMarker,972600942,3.673447872288935e-40,0.02323813922703266,0.012859685346484184,0.5736677050590515,-6007,1.4857874571018004e-37,6,0,1,2,GBYK,large,right,large,left
