asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,1159254,6,0,2,4,KBYG,small,right,large,left
Prefix,1159255,6,0,2,4,KBYG,small,right,large,left
Prefix,1159256,6,0,2,4,KBYG,small,right,large,left
Prefix,1159257,6,0,2,4,KBYG,small,right,large,left
Prefix,1159258,6,0,2,4,KBYG,small,right,large,left
Prefix,1159259,6,0,2,4,KBYG,small,right,large,left
Prefix,1159260,6,0,2,4,KBYG,small,right,large,left
Prefix,1159261,6,0,2,4,KBYG,small,right,large,left
Prefix,1159262,6,0,2,4,KBYG,small,right,large,left
Prefix,1159263,6,0,2,4,KBYG,small,right,large,left
Prefix,1159264,6,0,2,4,KBYG,small,right,large,left
Prefix,1159265,6,0,2,4,KBYG,small,right,large,left
Prefix,1159266,6,0,2,4,KBYG,small,right,large,left
Prefix,1159267,6,0,2,4,KBYG,small,right,large,left
Prefix,1159268,6,0,2,4,KBYG,small,right,large,left
Prefix,1159269,6,0,2,4,KBYG,small,right,large,left
Prefix,1159270,6,0,2,4,KBYG,small,right,large,left
Prefix,1159271,6,0,2,4,KBYG,small,right,large,left
Prefix,1159272,6,0,2,4,KBYG,small,right,large,left
Prefix,1159273,6,0,2,4,KBYG,small,right,large,left
Prefix,1159274,6,0,2,4,KBYG,small,right,large,left
Prefix,1159275,6,0,2,4,KBYG,small,right,large,left
Prefix,1159276,6,0,2,4,KBYG,small,right,large,left
Prefix,1159277,6,0,2,4,KBYG,small,right,large,left
Prefix,1159278,6,0,2,4,KBYG,small,right,large,left
Prefix,1159279,6,0,2,4,KBYG,small,right,large,left
Prefix,1159280,6,0,2,4,KBYG,small,right,large,left
Prefix,1159281,6,0,2,4,KBYG,small,right,large,left
Prefix,1159282,6,0,2,4,KBYG,small,right,large,left
Prefix,1159283,6,0,2,4,KBYG,small,right,large,left
Prefix,1159284,6,0,2,4,KBYG,small,right,large,left
Prefix,1159285,6,0,2,4,KBYG,small,right,large,left
Prefix,1159286,6,0,2,4,KBYG,small,right,large,left
Prefix,1159287,6,0,2,4,KBYG,small,right,large,left
Prefix,1159288,6,0,2,4,KBYG,small,right,large,left
Prefix,1159289,6,0,2,4,KBYG,small,right,large,left
Prefix,1159290,6,0,2,4,KBYG,small,right,large,left
Prefix,1159291,6,0,2,4,KBYG,small,right,large,left
Prefix,1159292,6,0,2,4,KBYG,small,right,large,left
Prefix,1159293,6,0,2,4,KBYG,small,right,large,left
Prefix,1159294,6,0,2,4,KBYG,small,right,large,left
Prefix,1159295,6,0,2,4,KBYG,small,right,large,left
Prefix,1159296,6,0,2,4,KBYG,small,right,large,left
Prefix,1159297,6,0,2,4,KBYG,small,right,large,left
Prefix,1159298,6,0,2,4,KBYG,small,right,large,left
Prefix,1159299,6,0,2,4,KBYG,small,right,large,left
Prefix,1159300,6,0,2,4,KBYG,small,right,large,left
Prefix,1159301,6,0,2,4,KBYG,small,right,large,left
Prefix,1159302,6,0,2,4,KBYG,small,right,large,left
Prefix,1159303,6,0,2,4,KBYG,small,right,large,left
Prefix,1159304,6,0,2,4,KBYG,small,right,large,left
Prefix,1159305,6,0,2,4,KBYG,small,right,large,left
Prefix,1159306,6,0,2,4,KBYG,small,right,large,left
Prefix,1159307,6,0,2,4,KBYG,small,right,large,left
Prefix,1159308,6,0,2,4,KBYG,small,right,large,left
Prefix,1159309,6,0,2,4,KBYG,small,right,large,left
Prefix,1159310,6,0,2,4,KBYG,small,right,large,left
Prefix,1159311,6,0,2,4,KBYG,small,right,large,left
Prefix,1159312,6,0,2,4,KBYG,small,right,large,left
Prefix,1159313,6,0,2,4,KBYG,small,right,large,left
Prefix,1159314,6,0,2,4,KBYG,small,right,large,left
Prefix,1159315,6,0,2,4,KBYG,small,right,large,left
Prefix,1159316,6,0,2,4,KBYG,small,right,large,left
Prefix,1159317,6,0,2,4,KBYG,small,right,large,left
Prefix,1159318,6,0,2,4,KBYG,small,right,large,left
Prefix,1159319,6,0,2,4,KBYG,small,right,large,left
Prefix,1159320,6,0,2,4,KBYG,small,right,large,left
Prefix,1159321,6,0,2,4,KBYG,small,right,large,left
Prefix,1159322,6,0,2,4,KBYG,small,right,large,left
Prefix,1159323,6,0,2,4,KBYG,small,right,large,left
Prefix,1159324,6,0,2,4,KBYG,small,right,large,left
Prefix,1159325,6,0,2,4,KBYG,small,right,large,left
Prefix,1159326,6,0,2,4,KBYG,small,right,large,left
Prefix,1159327,6,0,2,4,KBYG,small,right,large,left
Prefix,1159328,6,0,2,4,KBYG,small,right,large,left
Prefix,1159329,6,0,2,4,KBYG,small,right,large,left
Prefix,1159330,6,0,2,4,KBYG,small,right,large,left
Prefix,1159331,6,0,2,4,KBYG,small,right,large,left
Prefix,1159332,6,0,2,4,KBYG,small,right,large,left
Prefix,1159333,6,0,2,4,KBYG,small,right,large,left
Prefix,1159334,6,0,2,4,KBYG,small,right,large,left
Prefix,1159335,6,0,2,4,KBYG,small,right,large,left
Prefix,1159336,6,0,2,4,KBYG,small,right,large,left
