asset_type,pos_x,pos_y,pos_z,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
LegacyMarker,1.1539376974105835,0.017705261707305908,0.06542433798313141,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3522821366786957,0.37349241971969604,0.5416046380996704,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3659171760082245,0.36162009835243225,0.6068354845046997,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6229680180549622,0.2623801827430725,2.1158180236816406,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37358537316322327,0.3617422878742218,0.5502768754959106,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6420568823814392,0.32492268085479736,2.154526948928833,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,1.1539331674575806,0.01770022138953209,0.06543330103158951,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.35224050283432007,0.3735364079475403,0.5416091680526733,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3658751845359802,0.36166101694107056,0.6068326830863953,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.623130202293396,0.2623193860054016,2.11625599861145,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37353768944740295,0.3618069887161255,0.5502718687057495,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6421535611152649,0.32490378618240356,2.1548876762390137,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,1.153935432434082,0.017697496339678764,0.06544655561447144,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3521943688392639,0.37357810139656067,0.5416035056114197,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3658118546009064,0.3616805672645569,0.6068215370178223,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6236340999603271,0.2628551721572876,2.1148321628570557,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37349677085876465,0.36184585094451904,0.5502733588218689,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6421941518783569,0.32476308941841125,2.1548919677734375,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,1.1539323329925537,0.017699850723147392,0.06544215977191925,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3521431088447571,0.37361469864845276,0.5415976643562317,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3657677173614502,0.3617163896560669,0.6068118810653687,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6238038539886475,0.2627905607223511,2.115278959274292,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37348657846450806,0.3618708848953247,0.5503164529800415,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6422718167304993,0.32475677132606506,2.155137300491333,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,1.1539267301559448,0.0177033431828022,0.06542611867189407,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3520989716053009,0.3736647665500641,0.5415940880775452,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3657241463661194,0.36173215508461,0.6067931652069092,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6239196062088013,0.2625689208507538,2.11633038520813,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37344101071357727,0.361896812915802,0.5502967834472656,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6423335075378418,0.32476189732551575,2.1553969383239746,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,1.1539334058761597,0.01770550198853016,0.06541641056537628,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.3520427942276001,0.37369173765182495,0.5415639281272888,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.36568617820739746,0.36174696683883667,0.60676509141922,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6240795254707336,0.2625434696674347,2.11686635017395,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.37339118123054504,0.361928790807724,0.5502638816833496,1,1,1,1,KBYG,large,left,small,right
LegacyMarker,0.6423741579055786,0.32477691769599915,2.155618190765381,1,1,1,1,KBYG,large,left,small,right
