asset_type,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_validity,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
RigidBody,5,0.5876721739768982,0.011630951426923275,0.5877472758293152,0.004248711280524731,-0.016549229621887207,-0.0026257464196532965,0.9998506307601929,0.00020252641115803271,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,1,0.016272014006972313,0.008186599239706993,0.02079455740749836,-0.0022284304723143578,-0.0005456500803120434,-0.000311251322273165,0.9999973773956299,2.1006600945838727e-5,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,2,1.1531903743743896,0.014220133423805237,0.018442876636981964,0.0027928443159908056,0.0018128367373719811,0.008244526572525501,0.9999605417251587,4.8132595111383125e-5,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,6,0.3127451539039612,0.03268937021493912,0.11288279294967651,0.0013751615770161152,-0.04088331386446953,0.0003864385362248868,0.9991629123687744,0.0013383114710450172,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,3,1.1685410737991333,0.0163648072630167,0.5719687938690186,0.0011595754185691476,-0.0015180088812485337,0.00045621267054229975,0.9999980926513672,0.00015192241698969156,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,4,0.017134657129645348,0.012538645416498184,0.5790199637413025,-0.0024386821314692497,-0.0038450327701866627,-0.0009831679053604603,0.9999891519546509,0.00037151543074287474,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,5,0.587726891040802,0.011633789166808128,0.58772212266922,0.004106489010155201,-0.015160261653363705,-0.0023997691459953785,0.9998737573623657,0.0001822567282943055,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,1,0.016271749511361122,0.008179926313459873,0.020800922065973282,-0.00294560962356627,-0.0008077758247964084,-0.0003788261965382844,0.9999953508377075,1.5043403436720837e-5,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,2,1.1531898975372314,0.014222139492630959,0.018450187519192696,0.0026437484193593264,0.0018293295288458467,0.008475220762193203,0.9999589920043945,4.802939292858355e-5,1,6,0,2,2,KBYG,large,right,large,left
RigidBody,6,0.31276604533195496,0.03270226716995239,0.11285621672868729,0.0015220362693071365,-0.04047542065382004,0.0006425495375879109,0.9991791844367981,0.0012897704727947712,1,6,0,2,2,KBYG,large,right,large,left
