asset_type,asset_ID,pos_x,pos_y,pos_z,marker_size,param,residual,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
AssetMarker,468,4.591788820884204e-40,0.6041196584701538,0.011017929762601852,0.5933846235275269,11706,1.4857900354909748e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,968245927,4.591802833868847e-40,0.5718572735786438,0.011117308400571346,0.593195915222168,2913,1.4857898112832205e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,967620865,4.59181684685349e-40,0.5870605707168579,0.012754715047776699,0.576640784740448,-23431,1.4857890265560805e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,960171646,9.183689745645554e-41,0.022073982283473015,0.00794729683548212,0.027772070840001106,5445,1.4857884660366947e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,974145394,9.183829875491986e-41,0.0046718064695596695,0.007991033606231213,0.023976311087608337,13413,1.4857873449979233e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965426916,9.183970005338419e-41,0.02207034081220627,0.008621469140052795,0.010635270737111568,9348,1.4857851029203804e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,976149233,1.8367239361444675e-40,1.1662449836730957,0.014697636477649212,0.02168225683271885,-18043,1.4857862239591518e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,962728522,1.8367379491291107e-40,1.1478350162506104,0.014155165292322636,0.024856315925717354,16695,1.4857872328940461e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965633272,1.836751962113754e-40,1.1454895734786987,0.013807571493089199,0.008791664615273476,15348,1.4857861118552747e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,958790875,5.510143782464116e-40,0.23348793387413025,0.03240624442696571,0.0289361160248518,-8708,1.485800236943795e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,960205713,5.510157795448759e-40,0.36885133385658264,0.03274959698319435,0.14203360676765442,4800,1.485800909567058e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965571896,5.5101718084334024e-40,0.33515089750289917,0.032911162823438644,0.16722074151039123,14582,1.4858012458786894e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,968919840,2.7550788977243796e-40,1.1632096767425537,0.017299003899097443,0.566431999206543,-26948,1.4857892507638348e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,966301259,2.755092910709023e-40,1.1815166473388672,0.01572301611304283,0.563549280166626,2450,1.485787120790169e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,972444143,2.755106923693666e-40,1.160905361175537,0.01607201062142849,0.5859160423278809,15984,1.4857862239591518e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,966102364,3.673433859304292e-40,0.0037825678009539843,0.01267656683921814,0.5722172856330872,29791,1.4857881297250633e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,972494872,3.673447872288935e-40,0.023235581815242767,0.01286113541573286,0.5736457109451294,-9024,1.4857874571018004e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,971796293,3.673461885273578e-40,0.02443668432533741,0.012075508013367653,0.5912752151489258,-29968,1.4857875692056776e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,468,4.591788820884204e-40,0.6042940020561218,0.011034960858523846,0.5933030247688293,11699,1.4857900354909748e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,967544963,4.591802833868847e-40,0.571854829788208,0.0111165102571249,0.5931974649429321,2914,1.4857898112832205e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,967644892,4.59181684685349e-40,0.5870562791824341,0.012751685455441475,0.576639711856842,-23529,1.4857890265560805e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,960282888,9.183689745645554e-41,0.022071598097682,0.007950671017169952,0.02777610346674919,5516,1.4857884660366947e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,974130441,9.183829875491986e-41,0.004671914968639612,0.00799089390784502,0.02397182397544384,13368,1.4857873449979233e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965480750,9.183970005338419e-41,0.022070355713367462,0.00859511736780405,0.01065596379339695,9309,1.4857851029203804e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,976991619,1.8367239361444675e-40,1.166247010231018,0.014709188602864742,0.021688980981707573,-18070,1.4857862239591518e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,962746162,1.8367379491291107e-40,1.147830843925476,0.014156436547636986,0.02486024796962738,16687,1.4857872328940461e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965335588,1.836751962113754e-40,1.1454880237579346,0.01380195189267397,0.0088031105697155,15289,1.4857861118552747e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,958953455,5.510143782464116e-40,0.23349018394947052,0.03240039572119713,0.02899029105901718,-10412,1.485800236943795e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,960651659,5.510157795448759e-40,0.368910551071167,0.032783642411231995,0.14187879860401154,5044,1.485800909567058e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,965803216,5.5101718084334024e-40,0.33519139885902405,0.03292136639356613,0.16724275052547455,14714,1.4858012458786894e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,968911780,2.7550788977243796e-40,1.1632102727890015,0.017294052988290787,0.566432535648346,-26986,1.4857892507638348e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,966243965,2.755092910709023e-40,1.1815184354782104,0.015724988654255867,0.5635489821434021,2725,1.485787120790169e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,972578204,2.755106923693666e-40,1.1609021425247192,0.016066821292042732,0.5859172940254211,15502,1.4857862239591518e-37,6,0,2,2,KBYG,large,right,large,left
AssetMarker,966242452,3.673433859304292e-40,0.00381332915276289,0.012658881023526192,0.5722187161445618,30047,1.4857881297250633e-37,6,0,2,2,KBYG,large,right,large,left
