asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,1158763,6,0,2,2,KBYG,large,right,large,left
Prefix,1158764,6,0,2,2,KBYG,large,right,large,left
Prefix,1158765,6,0,2,2,KBYG,large,right,large,left
Prefix,1158766,6,0,2,2,KBYG,large,right,large,left
Prefix,1158767,6,0,2,2,KBYG,large,right,large,left
Prefix,1158768,6,0,2,2,KBYG,large,right,large,left
Prefix,1158769,6,0,2,2,KBYG,large,right,large,left
Prefix,1158770,6,0,2,2,KBYG,large,right,large,left
Prefix,1158771,6,0,2,2,KBYG,large,right,large,left
Prefix,1158772,6,0,2,2,KBYG,large,right,large,left
Prefix,1158773,6,0,2,2,KBYG,large,right,large,left
Prefix,1158774,6,0,2,2,KBYG,large,right,large,left
Prefix,1158775,6,0,2,2,KBYG,large,right,large,left
Prefix,1158776,6,0,2,2,KBYG,large,right,large,left
Prefix,1158777,6,0,2,2,KBYG,large,right,large,left
Prefix,1158778,6,0,2,2,KBYG,large,right,large,left
Prefix,1158779,6,0,2,2,KBYG,large,right,large,left
Prefix,1158780,6,0,2,2,KBYG,large,right,large,left
Prefix,1158781,6,0,2,2,KBYG,large,right,large,left
Prefix,1158782,6,0,2,2,KBYG,large,right,large,left
Prefix,1158783,6,0,2,2,KBYG,large,right,large,left
Prefix,1158784,6,0,2,2,KBYG,large,right,large,left
Prefix,1158785,6,0,2,2,KBYG,large,right,large,left
Prefix,1158786,6,0,2,2,KBYG,large,right,large,left
Prefix,1158787,6,0,2,2,KBYG,large,right,large,left
Prefix,1158788,6,0,2,2,KBYG,large,right,large,left
Prefix,1158789,6,0,2,2,KBYG,large,right,large,left
Prefix,1158790,6,0,2,2,KBYG,large,right,large,left
Prefix,1158791,6,0,2,2,KBYG,large,right,large,left
Prefix,1158792,6,0,2,2,KBYG,large,right,large,left
Prefix,1158793,6,0,2,2,KBYG,large,right,large,left
Prefix,1158794,6,0,2,2,KBYG,large,right,large,left
Prefix,1158795,6,0,2,2,KBYG,large,right,large,left
Prefix,1158796,6,0,2,2,KBYG,large,right,large,left
Prefix,1158797,6,0,2,2,KBYG,large,right,large,left
Prefix,1158798,6,0,2,2,KBYG,large,right,large,left
Prefix,1158799,6,0,2,2,KBYG,large,right,large,left
Prefix,1158800,6,0,2,2,KBYG,large,right,large,left
Prefix,1158801,6,0,2,2,KBYG,large,right,large,left
Prefix,1158802,6,0,2,2,KBYG,large,right,large,left
Prefix,1158803,6,0,2,2,KBYG,large,right,large,left
Prefix,1158804,6,0,2,2,KBYG,large,right,large,left
Prefix,1158805,6,0,2,2,KBYG,large,right,large,left
Prefix,1158806,6,0,2,2,KBYG,large,right,large,left
Prefix,1158807,6,0,2,2,KBYG,large,right,large,left
Prefix,1158808,6,0,2,2,KBYG,large,right,large,left
Prefix,1158809,6,0,2,2,KBYG,large,right,large,left
Prefix,1158810,6,0,2,2,KBYG,large,right,large,left
Prefix,1158811,6,0,2,2,KBYG,large,right,large,left
Prefix,1158812,6,0,2,2,KBYG,large,right,large,left
Prefix,1158813,6,0,2,2,KBYG,large,right,large,left
Prefix,1158814,6,0,2,2,KBYG,large,right,large,left
Prefix,1158815,6,0,2,2,KBYG,large,right,large,left
Prefix,1158816,6,0,2,2,KBYG,large,right,large,left
Prefix,1158817,6,0,2,2,KBYG,large,right,large,left
Prefix,1158818,6,0,2,2,KBYG,large,right,large,left
Prefix,1158819,6,0,2,2,KBYG,large,right,large,left
Prefix,1158820,6,0,2,2,KBYG,large,right,large,left
Prefix,1158821,6,0,2,2,KBYG,large,right,large,left
Prefix,1158822,6,0,2,2,KBYG,large,right,large,left
Prefix,1158823,6,0,2,2,KBYG,large,right,large,left
Prefix,1158824,6,0,2,2,KBYG,large,right,large,left
Prefix,1158825,6,0,2,2,KBYG,large,right,large,left
Prefix,1158826,6,0,2,2,KBYG,large,right,large,left
Prefix,1158827,6,0,2,2,KBYG,large,right,large,left
Prefix,1158828,6,0,2,2,KBYG,large,right,large,left
Prefix,1158829,6,0,2,2,KBYG,large,right,large,left
