asset_type,frame_number,participant_id,practicing,block_num,trial_num,task_type,target_size,target_loc,distractor_size,distractor_loc
Prefix,1158239,6,0,1,4,GBYK,small,right,large,left
Prefix,1158240,6,0,1,4,GBYK,small,right,large,left
Prefix,1158241,6,0,1,4,GBYK,small,right,large,left
Prefix,1158242,6,0,1,4,GBYK,small,right,large,left
Prefix,1158243,6,0,1,4,GBYK,small,right,large,left
Prefix,1158244,6,0,1,4,GBYK,small,right,large,left
Prefix,1158245,6,0,1,4,GBYK,small,right,large,left
Prefix,1158246,6,0,1,4,GBYK,small,right,large,left
Prefix,1158247,6,0,1,4,GBYK,small,right,large,left
Prefix,1158248,6,0,1,4,GBYK,small,right,large,left
Prefix,1158249,6,0,1,4,GBYK,small,right,large,left
Prefix,1158250,6,0,1,4,GBYK,small,right,large,left
Prefix,1158251,6,0,1,4,GBYK,small,right,large,left
Prefix,1158252,6,0,1,4,GBYK,small,right,large,left
Prefix,1158253,6,0,1,4,GBYK,small,right,large,left
Prefix,1158254,6,0,1,4,GBYK,small,right,large,left
Prefix,1158255,6,0,1,4,GBYK,small,right,large,left
Prefix,1158256,6,0,1,4,GBYK,small,right,large,left
Prefix,1158257,6,0,1,4,GBYK,small,right,large,left
Prefix,1158258,6,0,1,4,GBYK,small,right,large,left
Prefix,1158259,6,0,1,4,GBYK,small,right,large,left
Prefix,1158260,6,0,1,4,GBYK,small,right,large,left
Prefix,1158261,6,0,1,4,GBYK,small,right,large,left
Prefix,1158262,6,0,1,4,GBYK,small,right,large,left
Prefix,1158263,6,0,1,4,GBYK,small,right,large,left
Prefix,1158264,6,0,1,4,GBYK,small,right,large,left
Prefix,1158265,6,0,1,4,GBYK,small,right,large,left
Prefix,1158266,6,0,1,4,GBYK,small,right,large,left
Prefix,1158267,6,0,1,4,GBYK,small,right,large,left
Prefix,1158268,6,0,1,4,GBYK,small,right,large,left
Prefix,1158269,6,0,1,4,GBYK,small,right,large,left
Prefix,1158270,6,0,1,4,GBYK,small,right,large,left
Prefix,1158271,6,0,1,4,GBYK,small,right,large,left
Prefix,1158272,6,0,1,4,GBYK,small,right,large,left
Prefix,1158273,6,0,1,4,GBYK,small,right,large,left
Prefix,1158274,6,0,1,4,GBYK,small,right,large,left
Prefix,1158275,6,0,1,4,GBYK,small,right,large,left
Prefix,1158276,6,0,1,4,GBYK,small,right,large,left
Prefix,1158277,6,0,1,4,GBYK,small,right,large,left
Prefix,1158278,6,0,1,4,GBYK,small,right,large,left
Prefix,1158279,6,0,1,4,GBYK,small,right,large,left
Prefix,1158280,6,0,1,4,GBYK,small,right,large,left
Prefix,1158281,6,0,1,4,GBYK,small,right,large,left
Prefix,1158282,6,0,1,4,GBYK,small,right,large,left
Prefix,1158283,6,0,1,4,GBYK,small,right,large,left
Prefix,1158284,6,0,1,4,GBYK,small,right,large,left
Prefix,1158285,6,0,1,4,GBYK,small,right,large,left
Prefix,1158286,6,0,1,4,GBYK,small,right,large,left
Prefix,1158287,6,0,1,4,GBYK,small,right,large,left
Prefix,1158288,6,0,1,4,GBYK,small,right,large,left
Prefix,1158289,6,0,1,4,GBYK,small,right,large,left
Prefix,1158290,6,0,1,4,GBYK,small,right,large,left
Prefix,1158291,6,0,1,4,GBYK,small,right,large,left
Prefix,1158292,6,0,1,4,GBYK,small,right,large,left
Prefix,1158293,6,0,1,4,GBYK,small,right,large,left
Prefix,1158294,6,0,1,4,GBYK,small,right,large,left
Prefix,1158295,6,0,1,4,GBYK,small,right,large,left
Prefix,1158296,6,0,1,4,GBYK,small,right,large,left
Prefix,1158297,6,0,1,4,GBYK,small,right,large,left
Prefix,1158298,6,0,1,4,GBYK,small,right,large,left
Prefix,1158299,6,0,1,4,GBYK,small,right,large,left
Prefix,1158300,6,0,1,4,GBYK,small,right,large,left
Prefix,1158301,6,0,1,4,GBYK,small,right,large,left
Prefix,1158302,6,0,1,4,GBYK,small,right,large,left
Prefix,1158303,6,0,1,4,GBYK,small,right,large,left
Prefix,1158304,6,0,1,4,GBYK,small,right,large,left
Prefix,1158305,6,0,1,4,GBYK,small,right,large,left
Prefix,1158306,6,0,1,4,GBYK,small,right,large,left
Prefix,1158307,6,0,1,4,GBYK,small,right,large,left
Prefix,1158308,6,0,1,4,GBYK,small,right,large,left
Prefix,1158309,6,0,1,4,GBYK,small,right,large,left
Prefix,1158310,6,0,1,4,GBYK,small,right,large,left
Prefix,1158311,6,0,1,4,GBYK,small,right,large,left
Prefix,1158312,6,0,1,4,GBYK,small,right,large,left
Prefix,1158313,6,0,1,4,GBYK,small,right,large,left
Prefix,1158314,6,0,1,4,GBYK,small,right,large,left
Prefix,1158315,6,0,1,4,GBYK,small,right,large,left
Prefix,1158316,6,0,1,4,GBYK,small,right,large,left
Prefix,1158317,6,0,1,4,GBYK,small,right,large,left
Prefix,1158318,6,0,1,4,GBYK,small,right,large,left
Prefix,1158319,6,0,1,4,GBYK,small,right,large,left
Prefix,1158320,6,0,1,4,GBYK,small,right,large,left
Prefix,1158321,6,0,1,4,GBYK,small,right,large,left
Prefix,1158322,6,0,1,4,GBYK,small,right,large,left
Prefix,1158323,6,0,1,4,GBYK,small,right,large,left
Prefix,1158324,6,0,1,4,GBYK,small,right,large,left
Prefix,1158325,6,0,1,4,GBYK,small,right,large,left
Prefix,1158326,6,0,1,4,GBYK,small,right,large,left
Prefix,1158327,6,0,1,4,GBYK,small,right,large,left
Prefix,1158328,6,0,1,4,GBYK,small,right,large,left
Prefix,1158329,6,0,1,4,GBYK,small,right,large,left
Prefix,1158330,6,0,1,4,GBYK,small,right,large,left
Prefix,1158331,6,0,1,4,GBYK,small,right,large,left
Prefix,1158332,6,0,1,4,GBYK,small,right,large,left
Prefix,1158333,6,0,1,4,GBYK,small,right,large,left
Prefix,1158334,6,0,1,4,GBYK,small,right,large,left
Prefix,1158335,6,0,1,4,GBYK,small,right,large,left
Prefix,1158336,6,0,1,4,GBYK,small,right,large,left
Prefix,1158337,6,0,1,4,GBYK,small,right,large,left
Prefix,1158338,6,0,1,4,GBYK,small,right,large,left
Prefix,1158339,6,0,1,4,GBYK,small,right,large,left
Prefix,1158340,6,0,1,4,GBYK,small,right,large,left
Prefix,1158341,6,0,1,4,GBYK,small,right,large,left
Prefix,1158342,6,0,1,4,GBYK,small,right,large,left
Prefix,1158343,6,0,1,4,GBYK,small,right,large,left
Prefix,1158344,6,0,1,4,GBYK,small,right,large,left
Prefix,1158345,6,0,1,4,GBYK,small,right,large,left
Prefix,1158346,6,0,1,4,GBYK,small,right,large,left
Prefix,1158347,6,0,1,4,GBYK,small,right,large,left
Prefix,1158348,6,0,1,4,GBYK,small,right,large,left
Prefix,1158349,6,0,1,4,GBYK,small,right,large,left
Prefix,1158350,6,0,1,4,GBYK,small,right,large,left
Prefix,1158351,6,0,1,4,GBYK,small,right,large,left
Prefix,1158352,6,0,1,4,GBYK,small,right,large,left
Prefix,1158353,6,0,1,4,GBYK,small,right,large,left
Prefix,1158354,6,0,1,4,GBYK,small,right,large,left
Prefix,1158355,6,0,1,4,GBYK,small,right,large,left
